term,estimate,std.error,statistic,p.value
(Intercept),0.8924920677453363,0.6820573915968439,1.3085292802938757,0.20419983691505994
periodo_crisis,1.218748057629714,0.9267335045684081,1.3151008910563786,0.20201941684842825
