trimestre,anio,periodo,variable,valor,limite_inferior,limite_superior
2021 Q2,2021,no_crisis,Empleo no registrado,42.22621649966515,-9.492306926386862,16.76377195202904
2021 Q2,2021,no_crisis,Tasa de informalidad,28.041083783194367,-4.367306793889372,7.250861279037198
2021 Q3,2021,no_crisis,Empleo no registrado,19.51284236526105,-9.492306926386862,16.76377195202904
2021 Q3,2021,no_crisis,Tasa de informalidad,11.611670028261912,-4.367306793889372,7.250861279037198
2022 Q2,2022,no_crisis,Empleo no registrado,20.357722710483593,-9.492306926386862,16.76377195202904
2022 Q2,2022,no_crisis,Tasa de informalidad,10.8965905529101,-4.367306793889372,7.250861279037198
